area_code,area_name,indicator,period,measure,unit,value
E05015239,Altrincham,Detached houses (from best-fit OAs),2021,Percentage,Households,11.7
E05015240,Ashton upon Mersey,Detached houses (from best-fit OAs),2021,Percentage,Households,13.8
E05015241,Bowdon,Detached houses (from best-fit OAs),2021,Percentage,Households,37.6
E05015242,Broadheath,Detached houses (from best-fit OAs),2021,Percentage,Households,17.5
E05015243,Brooklands,Detached houses (from best-fit OAs),2021,Percentage,Households,19.8
E05015244,Bucklow-St Martins,Detached houses (from best-fit OAs),2021,Percentage,Households,6.4
E05015245,Davyhulme,Detached houses (from best-fit OAs),2021,Percentage,Households,21.2
E05015246,Flixton,Detached houses (from best-fit OAs),2021,Percentage,Households,14.5
E05015247,Gorse Hill & Cornbrook,Detached houses (from best-fit OAs),2021,Percentage,Households,2
E05015248,Hale,Detached houses (from best-fit OAs),2021,Percentage,Households,20.7
E05015249,Hale Barns & Timperley South,Detached houses (from best-fit OAs),2021,Percentage,Households,57.6
E05015250,Longford,Detached houses (from best-fit OAs),2021,Percentage,Households,5.1
E05015251,Lostock & Barton,Detached houses (from best-fit OAs),2021,Percentage,Households,5
E05015252,Manor,Detached houses (from best-fit OAs),2021,Percentage,Households,25.7
E05015253,Old Trafford,Detached houses (from best-fit OAs),2021,Percentage,Households,3.4
E05015254,Sale Central,Detached houses (from best-fit OAs),2021,Percentage,Households,5
E05015255,Sale Moor,Detached houses (from best-fit OAs),2021,Percentage,Households,9.8
E05015256,Stretford & Humphrey Park,Detached houses (from best-fit OAs),2021,Percentage,Households,8.6
E05015257,Timperley Central,Detached houses (from best-fit OAs),2021,Percentage,Households,21.9
E05015258,Timperley North,Detached houses (from best-fit OAs),2021,Percentage,Households,9
E05015259,Urmston,Detached houses (from best-fit OAs),2021,Percentage,Households,11
