area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Percentage of population aged 65 or more years,2017-06-30,percent,persons,15.6
E05000820,Ashton upon Mersey,Percentage of population aged 65 or more years,2017-06-30,percent,persons,19.4
E05000821,Bowdon,Percentage of population aged 65 or more years,2017-06-30,percent,persons,24.8
E05000822,Broadheath,Percentage of population aged 65 or more years,2017-06-30,percent,persons,14.2
E05000823,Brooklands,Percentage of population aged 65 or more years,2017-06-30,percent,persons,19.7
E05000824,Bucklow-St Martins,Percentage of population aged 65 or more years,2017-06-30,percent,persons,15
E05000825,Clifford,Percentage of population aged 65 or more years,2017-06-30,percent,persons,8.9
E05000826,Davyhulme East,Percentage of population aged 65 or more years,2017-06-30,percent,persons,19.6
E05000827,Davyhulme West,Percentage of population aged 65 or more years,2017-06-30,percent,persons,21.2
E05000828,Flixton,Percentage of population aged 65 or more years,2017-06-30,percent,persons,22
E05000829,Gorse Hill,Percentage of population aged 65 or more years,2017-06-30,percent,persons,10.7
E05000830,Hale Barns,Percentage of population aged 65 or more years,2017-06-30,percent,persons,24.3
E05000831,Hale Central,Percentage of population aged 65 or more years,2017-06-30,percent,persons,14.8
E05000832,Longford,Percentage of population aged 65 or more years,2017-06-30,percent,persons,13.8
E05000833,Priory,Percentage of population aged 65 or more years,2017-06-30,percent,persons,14.5
E05000834,St Mary's,Percentage of population aged 65 or more years,2017-06-30,percent,persons,18.6
E05000835,Sale Moor,Percentage of population aged 65 or more years,2017-06-30,percent,persons,17.2
E05000836,Stretford,Percentage of population aged 65 or more years,2017-06-30,percent,persons,14.5
E05000837,Timperley,Percentage of population aged 65 or more years,2017-06-30,percent,persons,19.7
E05000838,Urmston,Percentage of population aged 65 or more years,2017-06-30,percent,persons,19.7
E05000839,Village,Percentage of population aged 65 or more years,2017-06-30,percent,persons,19.8
