area_code,area_name,indicator,period,measure,unit,value
E05015239,Altrincham,Indices of Deprivation: Income,2025,Percentage,Persons,7.2
E05015240,Ashton upon Mersey,Indices of Deprivation: Income,2025,Percentage,Persons,9.8
E05015241,Bowdon,Indices of Deprivation: Income,2025,Percentage,Persons,10.2
E05015242,Broadheath,Indices of Deprivation: Income,2025,Percentage,Persons,11
E05015243,Brooklands,Indices of Deprivation: Income,2025,Percentage,Persons,6.8
E05015244,Bucklow-St Martins,Indices of Deprivation: Income,2025,Percentage,Persons,44.1
E05015245,Davyhulme,Indices of Deprivation: Income,2025,Percentage,Persons,12.9
E05015246,Flixton,Indices of Deprivation: Income,2025,Percentage,Persons,10.2
E05015247,Gorse Hill & Cornbrook,Indices of Deprivation: Income,2025,Percentage,Persons,30
E05015248,Hale,Indices of Deprivation: Income,2025,Percentage,Persons,6.5
E05015249,Hale Barns & Timperley South,Indices of Deprivation: Income,2025,Percentage,Persons,7.2
E05015250,Longford,Indices of Deprivation: Income,2025,Percentage,Persons,27.6
E05015251,Lostock & Barton,Indices of Deprivation: Income,2025,Percentage,Persons,21.4
E05015252,Manor,Indices of Deprivation: Income,2025,Percentage,Persons,27.2
E05015253,Old Trafford,Indices of Deprivation: Income,2025,Percentage,Persons,39.2
E05015254,Sale Central,Indices of Deprivation: Income,2025,Percentage,Persons,10.7
E05015255,Sale Moor,Indices of Deprivation: Income,2025,Percentage,Persons,19.6
E05015256,Stretford & Humphrey Park,Indices of Deprivation: Income,2025,Percentage,Persons,20.6
E05015257,Timperley Central,Indices of Deprivation: Income,2025,Percentage,Persons,16.4
E05015258,Timperley North,Indices of Deprivation: Income,2025,Percentage,Persons,8.9
E05015259,Urmston,Indices of Deprivation: Income,2025,Percentage,Persons,14.1
