area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Indices of Deprivation: Employment,2019,Percentage,Persons,5.4
E05000820,Ashton upon Mersey,Indices of Deprivation: Employment,2019,Percentage,Persons,6
E05000821,Bowdon,Indices of Deprivation: Employment,2019,Percentage,Persons,3.4
E05000822,Broadheath,Indices of Deprivation: Employment,2019,Percentage,Persons,5.7
E05000823,Brooklands,Indices of Deprivation: Employment,2019,Percentage,Persons,4.6
E05000824,Bucklow-St Martins,Indices of Deprivation: Employment,2019,Percentage,Persons,20.2
E05000825,Clifford,Indices of Deprivation: Employment,2019,Percentage,Persons,17.5
E05000826,Davyhulme East,Indices of Deprivation: Employment,2019,Percentage,Persons,7.3
E05000827,Davyhulme West,Indices of Deprivation: Employment,2019,Percentage,Persons,8.8
E05000828,Flixton,Indices of Deprivation: Employment,2019,Percentage,Persons,7.3
E05000829,Gorse Hill,Indices of Deprivation: Employment,2019,Percentage,Persons,12.8
E05000830,Hale Barns,Indices of Deprivation: Employment,2019,Percentage,Persons,3.8
E05000831,Hale Central,Indices of Deprivation: Employment,2019,Percentage,Persons,3.9
E05000832,Longford,Indices of Deprivation: Employment,2019,Percentage,Persons,12.6
E05000833,Priory,Indices of Deprivation: Employment,2019,Percentage,Persons,5.4
E05000834,St Mary's,Indices of Deprivation: Employment,2019,Percentage,Persons,12.2
E05000835,Sale Moor,Indices of Deprivation: Employment,2019,Percentage,Persons,10
E05000836,Stretford,Indices of Deprivation: Employment,2019,Percentage,Persons,12
E05000837,Timperley,Indices of Deprivation: Employment,2019,Percentage,Persons,3.5
E05000838,Urmston,Indices of Deprivation: Employment,2019,Percentage,Persons,9.7
E05000839,Village,Indices of Deprivation: Employment,2019,Percentage,Persons,10.4
