area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Adults aged 60 or over living in income deprived households,2015,score,persons,0.115
E05000820,Ashton upon Mersey,Adults aged 60 or over living in income deprived households,2015,score,persons,0.123
E05000821,Bowdon,Adults aged 60 or over living in income deprived households,2015,score,persons,0.067
E05000822,Broadheath,Adults aged 60 or over living in income deprived households,2015,score,persons,0.109
E05000823,Brooklands,Adults aged 60 or over living in income deprived households,2015,score,persons,0.089
E05000824,Bucklow-St Martins,Adults aged 60 or over living in income deprived households,2015,score,persons,0.277
E05000825,Clifford,Adults aged 60 or over living in income deprived households,2015,score,persons,0.415
E05000826,Davyhulme East,Adults aged 60 or over living in income deprived households,2015,score,persons,0.113
E05000827,Davyhulme West,Adults aged 60 or over living in income deprived households,2015,score,persons,0.103
E05000828,Flixton,Adults aged 60 or over living in income deprived households,2015,score,persons,0.13
E05000829,Gorse Hill,Adults aged 60 or over living in income deprived households,2015,score,persons,0.196
E05000830,Hale Barns,Adults aged 60 or over living in income deprived households,2015,score,persons,0.068
E05000831,Hale Central,Adults aged 60 or over living in income deprived households,2015,score,persons,0.106
E05000832,Longford,Adults aged 60 or over living in income deprived households,2015,score,persons,0.248
E05000833,Priory,Adults aged 60 or over living in income deprived households,2015,score,persons,0.169
E05000834,St Mary's,Adults aged 60 or over living in income deprived households,2015,score,persons,0.156
E05000835,Sale Moor,Adults aged 60 or over living in income deprived households,2015,score,persons,0.153
E05000836,Stretford,Adults aged 60 or over living in income deprived households,2015,score,persons,0.214
E05000837,Timperley,Adults aged 60 or over living in income deprived households,2015,score,persons,0.068
E05000838,Urmston,Adults aged 60 or over living in income deprived households,2015,score,persons,0.183
E05000839,Village,Adults aged 60 or over living in income deprived households,2015,score,persons,0.16
