area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,79.8
E05000820,Ashton upon Mersey,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,79.4
E05000821,Bowdon,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,66.1
E05000822,Broadheath,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,91.7
E05000823,Brooklands,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,89.1
E05000824,Bucklow-St Martins,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,128
E05000825,Clifford,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,111.3
E05000826,Davyhulme East,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,93.2
E05000827,Davyhulme West,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,96.9
E05000828,Flixton,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,98.8
E05000829,Gorse Hill,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,107.7
E05000830,Hale Barns,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,68.1
E05000831,Hale Central,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,67.6
E05000832,Longford,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,106.7
E05000833,Priory,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,110
E05000834,St Mary's,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,93.5
E05000835,Sale Moor,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,106.4
E05000836,Stretford,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,113.4
E05000837,Timperley,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,66
E05000838,Urmston,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,133.8
E05000839,Village,Hospital stays for alcohol-related harm,2013/14 to 2017/18,SAR,Admissions,113
