area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Female healthy life expectancy,2009 to 2013,Years,Females,69
E05000820,Ashton upon Mersey,Female healthy life expectancy,2009 to 2013,Years,Females,69
E05000821,Bowdon,Female healthy life expectancy,2009 to 2013,Years,Females,71.6
E05000822,Broadheath,Female healthy life expectancy,2009 to 2013,Years,Females,68.3
E05000823,Brooklands,Female healthy life expectancy,2009 to 2013,Years,Females,69.6
E05000824,Bucklow-St Martins,Female healthy life expectancy,2009 to 2013,Years,Females,57.2
E05000825,Clifford,Female healthy life expectancy,2009 to 2013,Years,Females,55.7
E05000826,Davyhulme East,Female healthy life expectancy,2009 to 2013,Years,Females,66.1
E05000827,Davyhulme West,Female healthy life expectancy,2009 to 2013,Years,Females,65.7
E05000828,Flixton,Female healthy life expectancy,2009 to 2013,Years,Females,65.1
E05000829,Gorse Hill,Female healthy life expectancy,2009 to 2013,Years,Females,61.3
E05000830,Hale Barns,Female healthy life expectancy,2009 to 2013,Years,Females,73.1
E05000831,Hale Central,Female healthy life expectancy,2009 to 2013,Years,Females,73.9
E05000832,Longford,Female healthy life expectancy,2009 to 2013,Years,Females,61.7
E05000833,Priory,Female healthy life expectancy,2009 to 2013,Years,Females,67.3
E05000835,Sale Moor,Female healthy life expectancy,2009 to 2013,Years,Females,65.5
E05000834,St Mary's,Female healthy life expectancy,2009 to 2013,Years,Females,64.2
E05000836,Stretford,Female healthy life expectancy,2009 to 2013,Years,Females,62.5
E05000837,Timperley,Female healthy life expectancy,2009 to 2013,Years,Females,70.1
E05000838,Urmston,Female healthy life expectancy,2009 to 2013,Years,Females,64.2
E05000839,Village,Female healthy life expectancy,2009 to 2013,Years,Females,65.5
