area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,79.8
E05000820,Ashton upon Mersey,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,117.0
E05000821,Bowdon,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,32.1
E05000822,Broadheath,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,129.9
E05000823,Brooklands,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,49.1
E05000824,Bucklow-St Martins,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,177.2
E05000825,Clifford,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,192.3
E05000826,Davyhulme East,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,97.2
E05000827,Davyhulme West,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,119.5
E05000828,Flixton,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,91.9
E05000829,Gorse Hill,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,99.2
E05000830,Hale Barns,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,55.3
E05000831,Hale Central,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,43.7
E05000832,Longford,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,121.9
E05000833,Priory,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,83.8
E05000834,St Mary's,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,101.1
E05000835,Sale Moor,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,87.6
E05000836,Stretford,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,113.0
E05000837,Timperley,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,48.3
E05000838,Urmston,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,91.8
E05000839,Village,Deaths from coronary heart disease amongst those aged under 75 years,2011 to 2015,SMR,Persons,92.8
