area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Low birth weight,2011-2015,percent,persons,1.9
E05000820,Ashton upon Mersey,Low birth weight,2011-2015,percent,persons,2.7
E05000821,Bowdon,Low birth weight,2011-2015,percent,persons,2
E05000822,Broadheath,Low birth weight,2011-2015,percent,persons,2.2
E05000823,Brooklands,Low birth weight,2011-2015,percent,persons,1.7
E05000824,Bucklow-St Martins,Low birth weight,2011-2015,percent,persons,3.1
E05000825,Clifford,Low birth weight,2011-2015,percent,persons,3.9
E05000826,Davyhulme East,Low birth weight,2011-2015,percent,persons,2.5
E05000827,Davyhulme West,Low birth weight,2011-2015,percent,persons,2.4
E05000828,Flixton,Low birth weight,2011-2015,percent,persons,2.4
E05000829,Gorse Hill,Low birth weight,2011-2015,percent,persons,4
E05000830,Hale Barns,Low birth weight,2011-2015,percent,persons,3.6
E05000831,Hale Central,Low birth weight,2011-2015,percent,persons,2.3
E05000832,Longford,Low birth weight,2011-2015,percent,persons,3.7
E05000833,Priory,Low birth weight,2011-2015,percent,persons,2.1
E05000834,St Mary's,Low birth weight,2011-2015,percent,persons,3.2
E05000835,Sale Moor,Low birth weight,2011-2015,percent,persons,1.7
E05000836,Stretford,Low birth weight,2011-2015,percent,persons,3.7
E05000837,Timperley,Low birth weight,2011-2015,percent,persons,2.4
E05000838,Urmston,Low birth weight,2011-2015,percent,persons,3.4
E05000839,Village,Low birth weight,2011-2015,percent,persons,3
