area_code,area_name,indicator,period,measure,unit,value
E05000819,Altrincham,Private transport to work,2011,Percentage,Persons,62
E05000820,Ashton upon Mersey,Private transport to work,2011,Percentage,Persons,68.9
E05000821,Bowdon,Private transport to work,2011,Percentage,Persons,69.7
E05000822,Broadheath,Private transport to work,2011,Percentage,Persons,69.6
E05000823,Brooklands,Private transport to work,2011,Percentage,Persons,71.2
E05000824,Bucklow-St Martins,Private transport to work,2011,Percentage,Persons,66.7
E05000825,Clifford,Private transport to work,2011,Percentage,Persons,50
E05000826,Davyhulme East,Private transport to work,2011,Percentage,Persons,72.7
E05000827,Davyhulme West,Private transport to work,2011,Percentage,Persons,74
E05000828,Flixton,Private transport to work,2011,Percentage,Persons,74.5
E05000829,Gorse Hill,Private transport to work,2011,Percentage,Persons,60.1
E05000830,Hale Barns,Private transport to work,2011,Percentage,Persons,75.7
E05000831,Hale Central,Private transport to work,2011,Percentage,Persons,66.7
E05000832,Longford,Private transport to work,2011,Percentage,Persons,57.9
E05000833,Priory,Private transport to work,2011,Percentage,Persons,60.6
E05000834,St Mary's,Private transport to work,2011,Percentage,Persons,70.7
E05000835,Sale Moor,Private transport to work,2011,Percentage,Persons,68
E05000836,Stretford,Private transport to work,2011,Percentage,Persons,60.7
E05000837,Timperley,Private transport to work,2011,Percentage,Persons,70.6
E05000838,Urmston,Private transport to work,2011,Percentage,Persons,70.6
E05000839,Village,Private transport to work,2011,Percentage,Persons,72.2
